"","x"
"1","REACTOME_BIOLOGICAL_OXIDATIONS"
"2","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"3","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"4","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"5","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"6","REACTOME_CRISTAE_FORMATION"
"7","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"8","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"9","REACTOME_EPH_EPHRIN_SIGNALING"
"10","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"11","REACTOME_HEMOSTASIS"
"12","REACTOME_HIV_INFECTION"
"13","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"14","REACTOME_INNATE_IMMUNE_SYSTEM"
"15","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"16","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"17","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"18","REACTOME_MEMBRANE_TRAFFICKING"
"19","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"20","REACTOME_METABOLISM_OF_LIPIDS"
"21","REACTOME_METABOLISM_OF_STEROIDS"
"22","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"23","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"24","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"25","REACTOME_NEUTROPHIL_DEGRANULATION"
"26","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"27","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"28","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"29","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"30","REACTOME_PROTEIN_LOCALIZATION"
"31","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"32","REACTOME_RHOQ_GTPASE_CYCLE"
"33","REACTOME_SIGNALING_BY_GPCR"
"34","REACTOME_SIGNALING_BY_INTERLEUKINS"
"35","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"36","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"37","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"38","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"39","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"40","REACTOME_TRANSLATION"
"41","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"42","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
