"","x"
"1","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"6","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"7","REACTOME_CRISTAE_FORMATION"
"8","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"9","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"10","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"11","REACTOME_EPH_EPHRIN_SIGNALING"
"12","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"13","REACTOME_HEMOSTASIS"
"14","REACTOME_HIV_INFECTION"
"15","REACTOME_INFECTIOUS_DISEASE"
"16","REACTOME_INNATE_IMMUNE_SYSTEM"
"17","REACTOME_INTERLEUKIN_10_SIGNALING"
"18","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"19","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"20","REACTOME_MEMBRANE_TRAFFICKING"
"21","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"22","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"23","REACTOME_METABOLISM_OF_LIPIDS"
"24","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"25","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"26","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"27","REACTOME_NEUTROPHIL_DEGRANULATION"
"28","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"29","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"30","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"31","REACTOME_PROTEIN_LOCALIZATION"
"32","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"33","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"34","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY"
"35","REACTOME_SIGNALING_BY_GPCR"
"36","REACTOME_SIGNALING_BY_INTERLEUKINS"
"37","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"38","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"39","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE"
"40","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"41","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"42","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"43","REACTOME_TRANSLATION"
"44","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"45","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"46","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
