"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"6","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"
"7","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"8","REACTOME_CRISTAE_FORMATION"
"9","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"10","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"
"11","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"12","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"13","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"14","REACTOME_EPH_EPHRIN_SIGNALING"
"15","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"16","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"17","REACTOME_HEMOSTASIS"
"18","REACTOME_HIV_INFECTION"
"19","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"20","REACTOME_INFECTIOUS_DISEASE"
"21","REACTOME_INNATE_IMMUNE_SYSTEM"
"22","REACTOME_INTERLEUKIN_10_SIGNALING"
"23","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"24","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"25","REACTOME_MEMBRANE_TRAFFICKING"
"26","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"27","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"28","REACTOME_METABOLISM_OF_LIPIDS"
"29","REACTOME_METABOLISM_OF_STEROIDS"
"30","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"31","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"32","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"33","REACTOME_NEUTROPHIL_DEGRANULATION"
"34","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"35","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"36","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"37","REACTOME_PROGRAMMED_CELL_DEATH"
"38","REACTOME_PROTEIN_LOCALIZATION"
"39","REACTOME_RAC3_GTPASE_CYCLE"
"40","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"41","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"42","REACTOME_RHOD_GTPASE_CYCLE"
"43","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"44","REACTOME_RHO_GTPASE_EFFECTORS"
"45","REACTOME_SIGNALING_BY_GPCR"
"46","REACTOME_SIGNALING_BY_INTERLEUKINS"
"47","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"48","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"49","REACTOME_STABILIZATION_OF_P53"
"50","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"51","REACTOME_TCR_SIGNALING"
"52","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"53","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"54","REACTOME_TRANSLATION"
"55","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"56","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"57","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
