"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"6","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"7","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"8","REACTOME_CRISTAE_FORMATION"
"9","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"10","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"11","REACTOME_EPH_EPHRIN_SIGNALING"
"12","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"13","REACTOME_HEMOSTASIS"
"14","REACTOME_HIV_INFECTION"
"15","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"16","REACTOME_INFECTIOUS_DISEASE"
"17","REACTOME_INNATE_IMMUNE_SYSTEM"
"18","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"19","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"20","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"21","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"22","REACTOME_MEMBRANE_TRAFFICKING"
"23","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"24","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"25","REACTOME_METABOLISM_OF_LIPIDS"
"26","REACTOME_METABOLISM_OF_STEROIDS"
"27","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"
"28","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"29","REACTOME_MITOCHONDRIAL_TRANSLATION"
"30","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"31","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"32","REACTOME_NEURONAL_SYSTEM"
"33","REACTOME_NEUTROPHIL_DEGRANULATION"
"34","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"35","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"36","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"37","REACTOME_PROGRAMMED_CELL_DEATH"
"38","REACTOME_PROTEIN_LOCALIZATION"
"39","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"40","REACTOME_SIGNALING_BY_GPCR"
"41","REACTOME_SIGNALING_BY_INTERLEUKINS"
"42","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"43","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"44","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS"
"45","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"46","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"47","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"48","REACTOME_TRANSLATION"
"49","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"50","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"51","REACTOME_TRIGLYCERIDE_METABOLISM"
