"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION"
"3","REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING"
"4","REACTOME_BIOLOGICAL_OXIDATIONS"
"5","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"6","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"7","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"8","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"9","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE"
"10","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"
"11","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"12","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"13","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY"
"14","REACTOME_CRISTAE_FORMATION"
"15","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES"
"16","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"17","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"
"18","REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"
"19","REACTOME_DISEASES_OF_METABOLISM"
"20","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"21","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"22","REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"
"23","REACTOME_EPH_EPHRIN_SIGNALING"
"24","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"25","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"
"26","REACTOME_HEMOSTASIS"
"27","REACTOME_HIV_INFECTION"
"28","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"29","REACTOME_INFECTIOUS_DISEASE"
"30","REACTOME_INNATE_IMMUNE_SYSTEM"
"31","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"32","REACTOME_INTERLEUKIN_10_SIGNALING"
"33","REACTOME_INTERLEUKIN_1_SIGNALING"
"34","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"35","REACTOME_IRON_UPTAKE_AND_TRANSPORT"
"36","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"37","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"38","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"39","REACTOME_METABOLISM_OF_LIPIDS"
"40","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"41","REACTOME_MITOCHONDRIAL_TRANSLATION"
"42","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"
"43","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"44","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"45","REACTOME_NEUTROPHIL_DEGRANULATION"
"46","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"47","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"48","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"49","REACTOME_PROGRAMMED_CELL_DEATH"
"50","REACTOME_PROTEIN_LOCALIZATION"
"51","REACTOME_RAC2_GTPASE_CYCLE"
"52","REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY"
"53","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"54","REACTOME_RHOD_GTPASE_CYCLE"
"55","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"
"56","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"57","REACTOME_SIGNALING_BY_GPCR"
"58","REACTOME_SIGNALING_BY_INTERLEUKINS"
"59","REACTOME_SIGNALING_BY_NTRKS"
"60","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"61","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"62","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR"
"63","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"64","REACTOME_TCR_SIGNALING"
"65","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"66","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"
"67","REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY"
"68","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"69","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"70","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"71","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"72","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"73","REACTOME_VESICLE_MEDIATED_TRANSPORT"
