"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION"
"3","REACTOME_AUTOPHAGY"
"4","REACTOME_BIOLOGICAL_OXIDATIONS"
"5","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"6","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"7","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"8","REACTOME_CHOLESTEROL_BIOSYNTHESIS"
"9","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"10","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"11","REACTOME_CRISTAE_FORMATION"
"12","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"13","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"14","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"15","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"16","REACTOME_EPH_EPHRIN_SIGNALING"
"17","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"18","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
"19","REACTOME_HEMOSTASIS"
"20","REACTOME_HIV_INFECTION"
"21","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"22","REACTOME_INFECTIOUS_DISEASE"
"23","REACTOME_INNATE_IMMUNE_SYSTEM"
"24","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"25","REACTOME_INTERLEUKIN_1_SIGNALING"
"26","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"27","REACTOME_IRON_UPTAKE_AND_TRANSPORT"
"28","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"29","REACTOME_MEMBRANE_TRAFFICKING"
"30","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"31","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"32","REACTOME_METABOLISM_OF_LIPIDS"
"33","REACTOME_METABOLISM_OF_STEROIDS"
"34","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"35","REACTOME_MITOCHONDRIAL_TRANSLATION"
"36","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"
"37","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"38","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"39","REACTOME_NEUTROPHIL_DEGRANULATION"
"40","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"41","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"42","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"43","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"44","REACTOME_PROGRAMMED_CELL_DEATH"
"45","REACTOME_PROTEIN_LOCALIZATION"
"46","REACTOME_RAC3_GTPASE_CYCLE"
"47","REACTOME_REGULATION_OF_RAS_BY_GAPS"
"48","REACTOME_RHOG_GTPASE_CYCLE"
"49","REACTOME_RHOH_GTPASE_CYCLE"
"50","REACTOME_RHOQ_GTPASE_CYCLE"
"51","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"52","REACTOME_SIGNALING_BY_GPCR"
"53","REACTOME_SIGNALING_BY_INTERLEUKINS"
"54","REACTOME_SIGNALING_BY_NTRKS"
"55","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"56","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"57","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"58","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"59","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"
"60","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"61","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"62","REACTOME_TRANSLATION"
"63","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"64","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"65","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
