"","x"
"1","REACTOME_BIOLOGICAL_OXIDATIONS"
"2","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"3","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"4","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"5","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"6","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"7","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"8","REACTOME_EPH_EPHRIN_SIGNALING"
"9","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"10","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"11","REACTOME_HEMOSTASIS"
"12","REACTOME_INNATE_IMMUNE_SYSTEM"
"13","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"14","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"15","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"16","REACTOME_MEMBRANE_TRAFFICKING"
"17","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"18","REACTOME_METABOLISM_OF_LIPIDS"
"19","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"20","REACTOME_NEUTROPHIL_DEGRANULATION"
"21","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"22","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"25","REACTOME_SIGNALING_BY_GPCR"
"26","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"27","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"28","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"
"29","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"30","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"31","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"32","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
