"","x"
"1","REACTOME_BIOLOGICAL_OXIDATIONS"
"2","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"3","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"4","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"5","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"6","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"7","REACTOME_EPH_EPHRIN_SIGNALING"
"8","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"9","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"10","REACTOME_HEMOSTASIS"
"11","REACTOME_INNATE_IMMUNE_SYSTEM"
"12","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"13","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"14","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"15","REACTOME_MEMBRANE_TRAFFICKING"
"16","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"17","REACTOME_METABOLISM_OF_LIPIDS"
"18","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"19","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"20","REACTOME_NEUTROPHIL_DEGRANULATION"
"21","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"22","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_PROTEIN_LOCALIZATION"
"25","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"26","REACTOME_RHOQ_GTPASE_CYCLE"
"27","REACTOME_SIGNALING_BY_GPCR"
"28","REACTOME_SIGNALING_BY_INTERLEUKINS"
"29","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"30","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"31","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"32","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"33","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"34","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"35","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
