"","x"
"1","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"2","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"4","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"5","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"6","REACTOME_HEMOSTASIS"
"7","REACTOME_INNATE_IMMUNE_SYSTEM"
"8","REACTOME_INTERLEUKIN_10_SIGNALING"
"9","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"10","REACTOME_METABOLISM_OF_LIPIDS"
"11","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"12","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"13","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"14","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"15","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"16","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"17","REACTOME_SIGNALING_BY_GPCR"
"18","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"19","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"20","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"21","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"22","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
