"","x"
"1","REACTOME_AUTOPHAGY"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"6","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"7","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"8","REACTOME_CRISTAE_FORMATION"
"9","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"10","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"11","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"12","REACTOME_EPH_EPHRIN_SIGNALING"
"13","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"14","REACTOME_HEMOSTASIS"
"15","REACTOME_HIV_INFECTION"
"16","REACTOME_INFECTIOUS_DISEASE"
"17","REACTOME_INNATE_IMMUNE_SYSTEM"
"18","REACTOME_INTERLEUKIN_10_SIGNALING"
"19","REACTOME_INTERLEUKIN_1_SIGNALING"
"20","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"21","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"22","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"23","REACTOME_MEMBRANE_TRAFFICKING"
"24","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"25","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"26","REACTOME_METABOLISM_OF_LIPIDS"
"27","REACTOME_METABOLISM_OF_POLYAMINES"
"28","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"29","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"30","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"31","REACTOME_NEUTROPHIL_DEGRANULATION"
"32","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"33","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"34","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"35","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"36","REACTOME_PROGRAMMED_CELL_DEATH"
"37","REACTOME_PROTEIN_LOCALIZATION"
"38","REACTOME_RHOQ_GTPASE_CYCLE"
"39","REACTOME_SIGNALING_BY_GPCR"
"40","REACTOME_SIGNALING_BY_INTERLEUKINS"
"41","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"42","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"43","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"44","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"45","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"46","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"47","REACTOME_TRANSLATION"
"48","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"49","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
