"","x"
"1","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"2","REACTOME_AUTOPHAGY"
"3","REACTOME_BIOLOGICAL_OXIDATIONS"
"4","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"5","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"6","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"7","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"8","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"9","REACTOME_CRISTAE_FORMATION"
"10","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"11","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"12","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"13","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"14","REACTOME_EPH_EPHRIN_SIGNALING"
"15","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"16","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
"17","REACTOME_HEMOSTASIS"
"18","REACTOME_HIV_INFECTION"
"19","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"20","REACTOME_INFECTIOUS_DISEASE"
"21","REACTOME_INNATE_IMMUNE_SYSTEM"
"22","REACTOME_INTERLEUKIN_1_SIGNALING"
"23","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"24","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"25","REACTOME_MEMBRANE_TRAFFICKING"
"26","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"27","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"28","REACTOME_METABOLISM_OF_LIPIDS"
"29","REACTOME_METABOLISM_OF_POLYAMINES"
"30","REACTOME_METABOLISM_OF_STEROIDS"
"31","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"32","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"33","REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE"
"34","REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY"
"35","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"36","REACTOME_NEUTROPHIL_DEGRANULATION"
"37","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"38","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"39","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"40","REACTOME_PROGRAMMED_CELL_DEATH"
"41","REACTOME_PROTEIN_LOCALIZATION"
"42","REACTOME_REGULATION_OF_RAS_BY_GAPS"
"43","REACTOME_RHOQ_GTPASE_CYCLE"
"44","REACTOME_RHO_GTPASES_ACTIVATE_PAKS"
"45","REACTOME_SIGNALING_BY_INTERLEUKINS"
"46","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"47","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"48","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS"
"49","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"50","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"51","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"52","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"53","REACTOME_TRANSLATION"
"54","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"55","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"56","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
