"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"6","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"7","REACTOME_CRISTAE_FORMATION"
"8","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"9","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"
"10","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"11","REACTOME_EPH_EPHRIN_SIGNALING"
"12","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"13","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"14","REACTOME_HEMOSTASIS"
"15","REACTOME_HIV_INFECTION"
"16","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"17","REACTOME_INFECTIOUS_DISEASE"
"18","REACTOME_INNATE_IMMUNE_SYSTEM"
"19","REACTOME_INTERLEUKIN_10_SIGNALING"
"20","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"21","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"22","REACTOME_MEMBRANE_TRAFFICKING"
"23","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"24","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"25","REACTOME_METABOLISM_OF_LIPIDS"
"26","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"27","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"28","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"29","REACTOME_NEUTROPHIL_DEGRANULATION"
"30","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"31","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"32","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"33","REACTOME_PROGRAMMED_CELL_DEATH"
"34","REACTOME_PROTEIN_LOCALIZATION"
"35","REACTOME_RAC3_GTPASE_CYCLE"
"36","REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY"
"37","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"38","REACTOME_SIGNALING_BY_GPCR"
"39","REACTOME_SIGNALING_BY_INTERLEUKINS"
"40","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"41","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"42","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"43","REACTOME_TCR_SIGNALING"
"44","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"45","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"46","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"47","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"48","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"49","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
