"","x"
"1","REACTOME_BIOLOGICAL_OXIDATIONS"
"2","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"3","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"4","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"5","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"6","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"7","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"8","REACTOME_EPH_EPHRIN_SIGNALING"
"9","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"10","REACTOME_HEMOSTASIS"
"11","REACTOME_INNATE_IMMUNE_SYSTEM"
"12","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"13","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"14","REACTOME_MEMBRANE_TRAFFICKING"
"15","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"16","REACTOME_METABOLISM_OF_LIPIDS"
"17","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"18","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"19","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"20","REACTOME_NEUTROPHIL_DEGRANULATION"
"21","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"22","REACTOME_PROTEIN_LOCALIZATION"
"23","REACTOME_RHOQ_GTPASE_CYCLE"
"24","REACTOME_SIGNALING_BY_GPCR"
"25","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"26","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"27","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"28","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"29","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"30","REACTOME_TRANSLATION"
"31","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
