"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"6","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"7","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"8","REACTOME_CRISTAE_FORMATION"
"9","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"10","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"11","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"12","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"13","REACTOME_EPH_EPHRIN_SIGNALING"
"14","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"15","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
"16","REACTOME_HEMOSTASIS"
"17","REACTOME_HIV_INFECTION"
"18","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"19","REACTOME_INFECTIOUS_DISEASE"
"20","REACTOME_INNATE_IMMUNE_SYSTEM"
"21","REACTOME_INTERLEUKIN_1_SIGNALING"
"22","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"23","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"24","REACTOME_MEMBRANE_TRAFFICKING"
"25","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"26","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"27","REACTOME_METABOLISM_OF_LIPIDS"
"28","REACTOME_METABOLISM_OF_STEROIDS"
"29","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"30","REACTOME_MITOCHONDRIAL_TRANSLATION"
"31","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"
"32","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"33","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"34","REACTOME_NEUTROPHIL_DEGRANULATION"
"35","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"36","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"37","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"38","REACTOME_PROGRAMMED_CELL_DEATH"
"39","REACTOME_PROTEIN_LOCALIZATION"
"40","REACTOME_REGULATION_OF_RAS_BY_GAPS"
"41","REACTOME_RHOQ_GTPASE_CYCLE"
"42","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"
"43","REACTOME_SIGNALING_BY_GPCR"
"44","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"45","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"46","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"47","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"48","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"49","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"50","REACTOME_TRANSLATION"
"51","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"52","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"53","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
