"","x"
"1","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"2","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"3","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"4","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"5","REACTOME_EPH_EPHRIN_SIGNALING"
"6","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"7","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"8","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"9","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"10","REACTOME_MEMBRANE_TRAFFICKING"
"11","REACTOME_METABOLISM_OF_LIPIDS"
"12","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"13","REACTOME_NEUTROPHIL_DEGRANULATION"
"14","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"15","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"16","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"17","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"18","REACTOME_RHOQ_GTPASE_CYCLE"
"19","REACTOME_SIGNALING_BY_GPCR"
"20","REACTOME_SIGNALING_BY_MET"
"21","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"22","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"23","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"
"24","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"25","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"26","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"27","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
