"","x"
"1","REACTOME_AUTOPHAGY"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"6","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"7","REACTOME_CRISTAE_FORMATION"
"8","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"9","REACTOME_EPH_EPHRIN_SIGNALING"
"10","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"11","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"12","REACTOME_HIV_INFECTION"
"13","REACTOME_INTERLEUKIN_1_SIGNALING"
"14","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"15","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"16","REACTOME_MEMBRANE_TRAFFICKING"
"17","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"18","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"19","REACTOME_METABOLISM_OF_LIPIDS"
"20","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"21","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"22","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"23","REACTOME_NEUTROPHIL_DEGRANULATION"
"24","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"25","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"26","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"27","REACTOME_PROTEIN_LOCALIZATION"
"28","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"29","REACTOME_RHOQ_GTPASE_CYCLE"
"30","REACTOME_SIGNALING_BY_GPCR"
"31","REACTOME_SIGNALING_BY_INTERLEUKINS"
"32","REACTOME_SIGNALING_BY_PTK6"
"33","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"34","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"35","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"36","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"37","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"38","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"39","REACTOME_TRANSLATION"
"40","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"41","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"42","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
