"","x"
"1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"2","REACTOME_BIOLOGICAL_OXIDATIONS"
"3","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"4","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"5","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"6","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"
"7","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"
"8","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"9","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"10","REACTOME_DEVELOPMENTAL_BIOLOGY"
"11","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"12","REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"
"13","REACTOME_EPH_EPHRIN_SIGNALING"
"14","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"15","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"16","REACTOME_HEMOSTASIS"
"17","REACTOME_INFECTIOUS_DISEASE"
"18","REACTOME_INNATE_IMMUNE_SYSTEM"
"19","REACTOME_INTERLEUKIN_10_SIGNALING"
"20","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"21","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"22","REACTOME_LEISHMANIA_INFECTION"
"23","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"24","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"25","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"26","REACTOME_METABOLISM_OF_LIPIDS"
"27","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"28","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"29","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"30","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"31","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"32","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"33","REACTOME_SIGNALING_BY_GPCR"
"34","REACTOME_SIGNALING_BY_INTERLEUKINS"
"35","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"36","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"37","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR"
"38","REACTOME_TCR_SIGNALING"
"39","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"40","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"41","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"42","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"43","REACTOME_VESICLE_MEDIATED_TRANSPORT"
