"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"4","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"5","REACTOME_FCGR_ACTIVATION"
"6","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"7","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION"
"8","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
"9","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
"10","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"11","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"12","REACTOME_SIGNALING_BY_GPCR"
"13","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"14","REACTOME_INNATE_IMMUNE_SYSTEM"
"15","REACTOME_MEMBRANE_TRAFFICKING"
"16","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"17","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"18","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"19","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"20","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"21","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"22","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"23","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"24","REACTOME_TRANSLATION"
"25","REACTOME_METABOLISM_OF_LIPIDS"
"26","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"27","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"28","REACTOME_BIOLOGICAL_OXIDATIONS"
"29","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"30","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"31","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"32","REACTOME_PROTEIN_LOCALIZATION"
"33","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"34","REACTOME_SIGNALING_BY_INTERLEUKINS"
"35","REACTOME_NEUTROPHIL_DEGRANULATION"
"36","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"37","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"38","REACTOME_RHOQ_GTPASE_CYCLE"
"39","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"40","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"41","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"42","REACTOME_EPH_EPHRIN_SIGNALING"
"43","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"44","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"45","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"46","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"47","REACTOME_CRISTAE_FORMATION"
"48","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"49","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
