"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"3","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"4","REACTOME_HEMOSTASIS"
"5","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"6","REACTOME_SIGNALING_BY_GPCR"
"7","REACTOME_MEMBRANE_TRAFFICKING"
"8","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"9","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"10","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"11","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"12","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"13","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"14","REACTOME_TRANSLATION"
"15","REACTOME_INNATE_IMMUNE_SYSTEM"
"16","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"17","REACTOME_METABOLISM_OF_LIPIDS"
"18","REACTOME_BIOLOGICAL_OXIDATIONS"
"19","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"20","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"21","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"22","REACTOME_PROTEIN_LOCALIZATION"
"23","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"24","REACTOME_NEUTROPHIL_DEGRANULATION"
"25","REACTOME_INTERLEUKIN_1_SIGNALING"
"26","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"27","REACTOME_RHOQ_GTPASE_CYCLE"
"28","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"29","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"30","REACTOME_EPH_EPHRIN_SIGNALING"
"31","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"32","REACTOME_INTERLEUKIN_10_SIGNALING"
"33","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"34","REACTOME_CRISTAE_FORMATION"
"35","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"36","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"37","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
