"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"3","REACTOME_MUSCLE_CONTRACTION"
"4","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"5","REACTOME_INFECTIOUS_DISEASE"
"6","REACTOME_SIGNALING_BY_GPCR"
"7","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"8","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"9","REACTOME_HEMOSTASIS"
"10","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"11","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"12","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"13","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"14","REACTOME_MEMBRANE_TRAFFICKING"
"15","REACTOME_TRANSLATION"
"16","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"17","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"18","REACTOME_AUTOPHAGY"
"19","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"20","REACTOME_PROGRAMMED_CELL_DEATH"
"21","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"22","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"25","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"26","REACTOME_BIOLOGICAL_OXIDATIONS"
"27","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"28","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"29","REACTOME_METABOLISM_OF_LIPIDS"
"30","REACTOME_METABOLISM_OF_STEROIDS"
"31","REACTOME_INNATE_IMMUNE_SYSTEM"
"32","REACTOME_MITOCHONDRIAL_TRANSLATION"
"33","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"34","REACTOME_RHOQ_GTPASE_CYCLE"
"35","REACTOME_HIV_INFECTION"
"36","REACTOME_PROTEIN_LOCALIZATION"
"37","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"38","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"39","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"40","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS"
"41","REACTOME_SIGNALING_BY_INTERLEUKINS"
"42","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"43","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"44","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"45","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"46","REACTOME_EPH_EPHRIN_SIGNALING"
"47","REACTOME_CRISTAE_FORMATION"
"48","REACTOME_NEUTROPHIL_DEGRANULATION"
"49","REACTOME_INTERLEUKIN_1_SIGNALING"
"50","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"51","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"52","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"53","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"54","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"55","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
