"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"3","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"4","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"5","REACTOME_FCGR_ACTIVATION"
"6","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"7","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
"8","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
"9","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION"
"10","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"
"11","REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION"
"12","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"13","REACTOME_SIGNALING_BY_GPCR"
"14","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"15","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"16","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"17","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"18","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"19","REACTOME_MEMBRANE_TRAFFICKING"
"20","REACTOME_HIV_INFECTION"
"21","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"22","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"23","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"24","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"25","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"26","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"27","REACTOME_AUTOPHAGY"
"28","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"29","REACTOME_BIOLOGICAL_OXIDATIONS"
"30","REACTOME_SIGNALING_BY_INTERLEUKINS"
"31","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"32","REACTOME_TRANSLATION"
"33","REACTOME_METABOLISM_OF_LIPIDS"
"34","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"35","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"36","REACTOME_SIGNALING_BY_PTK6"
"37","REACTOME_NEUTROPHIL_DEGRANULATION"
"38","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"39","REACTOME_INTERLEUKIN_1_SIGNALING"
"40","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"41","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"42","REACTOME_RHOQ_GTPASE_CYCLE"
"43","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"44","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"45","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"46","REACTOME_PROTEIN_LOCALIZATION"
"47","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"48","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"49","REACTOME_CRISTAE_FORMATION"
"50","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"51","REACTOME_EPH_EPHRIN_SIGNALING"
"52","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"53","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
