"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"4","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"5","REACTOME_FCGR_ACTIVATION"
"6","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"7","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"8","REACTOME_HEMOSTASIS"
"9","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"10","REACTOME_SIGNALING_BY_GPCR"
"11","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"12","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"13","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"14","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"15","REACTOME_MEMBRANE_TRAFFICKING"
"16","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"17","REACTOME_INNATE_IMMUNE_SYSTEM"
"18","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"19","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"20","REACTOME_TRANSLATION"
"21","REACTOME_HIV_INFECTION"
"22","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"23","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"24","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"25","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"26","REACTOME_AUTOPHAGY"
"27","REACTOME_METABOLISM_OF_STEROIDS"
"28","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"29","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"30","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"31","REACTOME_METABOLISM_OF_LIPIDS"
"32","REACTOME_BIOLOGICAL_OXIDATIONS"
"33","REACTOME_L1CAM_INTERACTIONS"
"34","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"35","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"36","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"37","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"38","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"39","REACTOME_NEUTROPHIL_DEGRANULATION"
"40","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS"
"41","REACTOME_PROTEIN_LOCALIZATION"
"42","REACTOME_INTERLEUKIN_1_SIGNALING"
"43","REACTOME_RHOQ_GTPASE_CYCLE"
"44","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"45","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"46","REACTOME_EPH_EPHRIN_SIGNALING"
"47","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"48","REACTOME_CRISTAE_FORMATION"
"49","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"50","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"51","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"52","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
