"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"3","REACTOME_MUSCLE_CONTRACTION"
"4","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"5","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"6","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"7","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"8","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"9","REACTOME_HEMOSTASIS"
"10","REACTOME_SIGNALING_BY_GPCR"
"11","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"12","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"13","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"14","REACTOME_INNATE_IMMUNE_SYSTEM"
"15","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"16","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"17","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"18","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"19","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"20","REACTOME_MEMBRANE_TRAFFICKING"
"21","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"22","REACTOME_TRANSLATION"
"23","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"24","REACTOME_BIOLOGICAL_OXIDATIONS"
"25","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"26","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"27","REACTOME_HIV_INFECTION"
"28","REACTOME_METABOLISM_OF_STEROIDS"
"29","REACTOME_METABOLISM_OF_LIPIDS"
"30","REACTOME_RAC3_GTPASE_CYCLE"
"31","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"32","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"33","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"34","REACTOME_SIGNALING_BY_INTERLEUKINS"
"35","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"36","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"37","REACTOME_METABOLISM_OF_POLYAMINES"
"38","REACTOME_NEUTROPHIL_DEGRANULATION"
"39","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"40","REACTOME_PROTEIN_LOCALIZATION"
"41","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"42","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"43","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"44","REACTOME_CRISTAE_FORMATION"
"45","REACTOME_RHOQ_GTPASE_CYCLE"
"46","REACTOME_EPH_EPHRIN_SIGNALING"
"47","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"48","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"49","REACTOME_INTERLEUKIN_1_SIGNALING"
"50","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"51","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"52","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"53","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
