"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_MEMBRANE_TRAFFICKING"
"4","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"5","REACTOME_HEMOSTASIS"
"6","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"7","REACTOME_INNATE_IMMUNE_SYSTEM"
"8","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"9","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"10","REACTOME_SIGNALING_BY_GPCR"
"11","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"12","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"13","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"14","REACTOME_METABOLISM_OF_LIPIDS"
"15","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"16","REACTOME_BIOLOGICAL_OXIDATIONS"
"17","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"18","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"
"19","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"20","REACTOME_NEUTROPHIL_DEGRANULATION"
"21","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"22","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"23","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"24","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"25","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"26","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"27","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"28","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"29","REACTOME_EPH_EPHRIN_SIGNALING"
"30","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"31","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"32","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"33","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"34","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
