"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"4","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"5","REACTOME_HEMOSTASIS"
"6","REACTOME_SIGNALING_BY_GPCR"
"7","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"8","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"9","REACTOME_MEMBRANE_TRAFFICKING"
"10","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"11","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"12","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"13","REACTOME_INNATE_IMMUNE_SYSTEM"
"14","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"15","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"16","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"17","REACTOME_TRANSLATION"
"18","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"19","REACTOME_HIV_INFECTION"
"20","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"21","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"22","REACTOME_METABOLISM_OF_LIPIDS"
"23","REACTOME_BIOLOGICAL_OXIDATIONS"
"24","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"25","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"26","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"27","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"28","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
"29","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"30","REACTOME_PROTEIN_LOCALIZATION"
"31","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"32","REACTOME_NEUTROPHIL_DEGRANULATION"
"33","REACTOME_INTERLEUKIN_10_SIGNALING"
"34","REACTOME_INTERLEUKIN_1_SIGNALING"
"35","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"36","REACTOME_EPH_EPHRIN_SIGNALING"
"37","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"38","REACTOME_CRISTAE_FORMATION"
"39","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"40","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"41","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"42","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"43","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
