"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"3","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"4","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"5","REACTOME_HEMOSTASIS"
"6","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"7","REACTOME_SIGNALING_BY_GPCR"
"8","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"9","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"10","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"11","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"12","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"13","REACTOME_MEMBRANE_TRAFFICKING"
"14","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"15","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"16","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"17","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"18","REACTOME_INNATE_IMMUNE_SYSTEM"
"19","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"20","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"21","REACTOME_HIV_INFECTION"
"22","REACTOME_TRANSLATION"
"23","REACTOME_METABOLISM_OF_LIPIDS"
"24","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"25","REACTOME_BIOLOGICAL_OXIDATIONS"
"26","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"27","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"28","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"29","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"30","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"31","REACTOME_PROTEIN_LOCALIZATION"
"32","REACTOME_SIGNALING_BY_INTERLEUKINS"
"33","REACTOME_NEUTROPHIL_DEGRANULATION"
"34","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"35","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"36","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"37","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"38","REACTOME_INTERLEUKIN_10_SIGNALING"
"39","REACTOME_EPH_EPHRIN_SIGNALING"
"40","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"41","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"42","REACTOME_CRISTAE_FORMATION"
"43","REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"
"44","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"45","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
