"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"4","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"5","REACTOME_FCGR_ACTIVATION"
"6","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"7","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
"8","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION"
"9","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
"10","REACTOME_MEMBRANE_TRAFFICKING"
"11","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"12","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"13","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"14","REACTOME_METABOLISM_OF_LIPIDS"
"15","REACTOME_SIGNALING_BY_GPCR"
"16","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"17","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"18","REACTOME_NEUTROPHIL_DEGRANULATION"
"19","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"20","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"21","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"22","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"
"23","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"24","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"25","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"26","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"27","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"28","REACTOME_EPH_EPHRIN_SIGNALING"
"29","REACTOME_SIGNALING_BY_MET"
"30","REACTOME_RHOQ_GTPASE_CYCLE"
"31","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"32","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"33","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"34","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"35","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"36","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
