"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_MUSCLE_CONTRACTION"
"3","REACTOME_CHROMATIN_MODIFYING_ENZYMES"
"4","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"5","REACTOME_METABOLISM_OF_LIPIDS"
"6","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"7","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"8","REACTOME_HEMOSTASIS"
"9","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"10","REACTOME_SIGNALING_BY_GPCR"
"11","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"12","REACTOME_INNATE_IMMUNE_SYSTEM"
"13","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"14","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"15","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"16","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"17","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"18","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"19","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"20","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
"21","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"22","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"23","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"24","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"25","REACTOME_INTERLEUKIN_10_SIGNALING"
