"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"3","REACTOME_SIGNALING_BY_GPCR"
"4","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"5","REACTOME_RHO_GTPASE_CYCLE"
"6","REACTOME_MEMBRANE_TRAFFICKING"
"7","REACTOME_INNATE_IMMUNE_SYSTEM"
"8","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"9","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"10","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"11","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"12","REACTOME_NEUTROPHIL_DEGRANULATION"
"13","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"14","REACTOME_METABOLISM_OF_LIPIDS"
"15","REACTOME_BIOLOGICAL_OXIDATIONS"
"16","REACTOME_PROTEIN_LOCALIZATION"
"17","REACTOME_SIGNALING_BY_INTERLEUKINS"
"18","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"19","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"20","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"21","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"22","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"23","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"24","REACTOME_EPH_EPHRIN_SIGNALING"
"25","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"26","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"27","REACTOME_RHOQ_GTPASE_CYCLE"
"28","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"29","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"30","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
