"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"3","REACTOME_HDMS_DEMETHYLATE_HISTONES"
"4","REACTOME_HDACS_DEACETYLATE_HISTONES"
"5","REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ"
"6","REACTOME_HATS_ACETYLATE_HISTONES"
"7","REACTOME_CHROMATIN_MODIFYING_ENZYMES"
"8","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"9","REACTOME_INFECTIOUS_DISEASE"
"10","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"11","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"12","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"13","REACTOME_MEMBRANE_TRAFFICKING"
"14","REACTOME_TRANSLATION"
"15","REACTOME_SIGNALING_BY_GPCR"
"16","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"17","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"18","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"19","REACTOME_PROGRAMMED_CELL_DEATH"
"20","REACTOME_NEURONAL_SYSTEM"
"21","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"
"22","REACTOME_HIV_INFECTION"
"23","REACTOME_HEMOSTASIS"
"24","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"25","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"26","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"27","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"28","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"29","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"30","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"31","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"32","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"33","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"34","REACTOME_MITOCHONDRIAL_TRANSLATION"
"35","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"36","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
"37","REACTOME_BIOLOGICAL_OXIDATIONS"
"38","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"39","REACTOME_INNATE_IMMUNE_SYSTEM"
"40","REACTOME_METABOLISM_OF_STEROIDS"
"41","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"42","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"43","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"44","REACTOME_METABOLISM_OF_LIPIDS"
"45","REACTOME_SIGNALING_BY_INTERLEUKINS"
"46","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"47","REACTOME_PROTEIN_LOCALIZATION"
"48","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"49","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS"
"50","REACTOME_TRIGLYCERIDE_METABOLISM"
"51","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"52","REACTOME_EPH_EPHRIN_SIGNALING"
"53","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"54","REACTOME_NEUTROPHIL_DEGRANULATION"
"55","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"56","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"57","REACTOME_CRISTAE_FORMATION"
"58","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
