"","x"
"1","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"2","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"3","REACTOME_FCGR_ACTIVATION"
"4","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"5","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"6","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION"
"7","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"8","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
"9","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
"10","REACTOME_SIGNALING_BY_GPCR"
"11","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"12","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"13","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"14","REACTOME_METABOLISM_OF_LIPIDS"
"15","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"16","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"17","REACTOME_NEUTROPHIL_DEGRANULATION"
"18","REACTOME_NEURONAL_SYSTEM"
"19","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"20","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"21","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"22","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"23","REACTOME_EPH_EPHRIN_SIGNALING"
"24","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2"
"25","REACTOME_SIGNALING_BY_MET"
"26","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"27","REACTOME_L1CAM_INTERACTIONS"
"28","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"29","REACTOME_RHOQ_GTPASE_CYCLE"
"30","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"31","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"32","REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS"
"33","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
