"","x"
"1","REACTOME_DEVELOPMENTAL_BIOLOGY"
"2","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"3","REACTOME_VESICLE_MEDIATED_TRANSPORT"
"4","REACTOME_INFECTIOUS_DISEASE"
"5","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"7","REACTOME_METABOLISM_OF_LIPIDS"
"8","REACTOME_SIGNALING_BY_GPCR"
"9","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"10","REACTOME_NEURONAL_SYSTEM"
"11","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"12","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"13","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"14","REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK"
"15","REACTOME_INNATE_IMMUNE_SYSTEM"
"16","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"17","REACTOME_CELL_CELL_COMMUNICATION"
"18","REACTOME_EPH_EPHRIN_SIGNALING"
"19","REACTOME_TCR_SIGNALING"
"20","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"
"21","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"22","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"23","REACTOME_HEMOSTASIS"
"24","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"
"25","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"26","REACTOME_RHOQ_GTPASE_CYCLE"
"27","REACTOME_LEISHMANIA_INFECTION"
"28","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"29","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"
"30","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"31","REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING"
"32","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"33","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"34","REACTOME_INTERLEUKIN_10_SIGNALING"
"35","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR"
"36","REACTOME_PARASITE_INFECTION"
"37","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"38","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
"39","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS"
"40","REACTOME_FCGR_ACTIVATION"
"41","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"42","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
