"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"4","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"5","REACTOME_FCGR_ACTIVATION"
"6","REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"7","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
"8","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION"
"9","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION"
"10","REACTOME_HEMOSTASIS"
"11","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"12","REACTOME_INNATE_IMMUNE_SYSTEM"
"13","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"14","REACTOME_METABOLISM_OF_LIPIDS"
"15","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"16","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"17","REACTOME_SIGNALING_BY_GPCR"
"18","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"19","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"20","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"
"21","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"22","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM"
"25","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"26","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"27","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"28","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"29","REACTOME_NEUTROPHIL_DEGRANULATION"
"30","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY"
"31","REACTOME_SIGNALING_BY_MET"
"32","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"33","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"34","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"35","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"36","REACTOME_EPH_EPHRIN_SIGNALING"
"37","REACTOME_RHOQ_GTPASE_CYCLE"
"38","REACTOME_INTERLEUKIN_10_SIGNALING"
"39","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"40","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
"41","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"42","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"43","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"
