"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_MUSCLE_CONTRACTION"
"3","REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"
"4","REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION"
"5","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"6","REACTOME_INFECTIOUS_DISEASE"
"7","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"8","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"9","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"10","REACTOME_MEMBRANE_TRAFFICKING"
"11","REACTOME_HEMOSTASIS"
"12","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"13","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"14","REACTOME_SIGNALING_BY_GPCR"
"15","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"16","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"17","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"18","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"19","REACTOME_HIV_INFECTION"
"20","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"21","REACTOME_BIOLOGICAL_OXIDATIONS"
"22","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"23","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"24","REACTOME_INNATE_IMMUNE_SYSTEM"
"25","REACTOME_METABOLISM_OF_LIPIDS"
"26","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"27","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"28","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"29","REACTOME_TCR_SIGNALING"
"30","REACTOME_PROTEIN_LOCALIZATION"
"31","REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"
"32","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"33","REACTOME_RHOQ_GTPASE_CYCLE"
"34","REACTOME_NEUTROPHIL_DEGRANULATION"
"35","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"36","REACTOME_INTERLEUKIN_10_SIGNALING"
"37","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"38","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"39","REACTOME_EPH_EPHRIN_SIGNALING"
"40","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"41","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"42","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"43","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
