"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"
"3","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"
"4","REACTOME_CD22_MEDIATED_BCR_REGULATION"
"5","REACTOME_CHROMATIN_MODIFYING_ENZYMES"
"6","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"7","REACTOME_INFECTIOUS_DISEASE"
"8","REACTOME_SIGNALING_BY_GPCR"
"9","REACTOME_MEMBRANE_TRAFFICKING"
"10","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"11","REACTOME_HEMOSTASIS"
"12","REACTOME_METABOLISM_OF_CARBOHYDRATES"
"13","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"14","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"15","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"16","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"17","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"18","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"19","REACTOME_INNATE_IMMUNE_SYSTEM"
"20","REACTOME_METABOLISM_OF_LIPIDS"
"21","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"22","REACTOME_BIOLOGICAL_OXIDATIONS"
"23","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"24","REACTOME_RAC3_GTPASE_CYCLE"
"25","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"26","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"27","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"28","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"29","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"30","REACTOME_PROTEIN_LOCALIZATION"
"31","REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE"
"32","REACTOME_TRANSLATION"
"33","REACTOME_SIGNALING_BY_PTK6"
"34","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"35","REACTOME_RHOQ_GTPASE_CYCLE"
"36","REACTOME_SIGNALING_BY_INTERLEUKINS"
"37","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"38","REACTOME_CELLULAR_RESPONSE_TO_STARVATION"
"39","REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY"
"40","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"41","REACTOME_NEUTROPHIL_DEGRANULATION"
"42","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"43","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"44","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"45","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES"
"46","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE"
"47","REACTOME_EPH_EPHRIN_SIGNALING"
"48","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"49","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY"
"50","REACTOME_CRISTAE_FORMATION"
"51","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"52","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
