"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"4","REACTOME_INFECTIOUS_DISEASE"
"5","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"6","REACTOME_HEMOSTASIS"
"7","REACTOME_MEMBRANE_TRAFFICKING"
"8","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"9","REACTOME_SIGNALING_BY_GPCR"
"10","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"11","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"12","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"13","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"14","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"
"15","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"16","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"17","REACTOME_TRANSLATION"
"18","REACTOME_HIV_INFECTION"
"19","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"20","REACTOME_METABOLISM_OF_LIPIDS"
"21","REACTOME_INNATE_IMMUNE_SYSTEM"
"22","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"23","REACTOME_TP53_REGULATES_METABOLIC_GENES"
"24","REACTOME_BIOLOGICAL_OXIDATIONS"
"25","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"26","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"27","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"28","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"29","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"30","REACTOME_PROTEIN_LOCALIZATION"
"31","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"32","REACTOME_SIGNALING_BY_INTERLEUKINS"
"33","REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY"
"34","REACTOME_INTERLEUKIN_10_SIGNALING"
"35","REACTOME_NEUTROPHIL_DEGRANULATION"
"36","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"37","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"38","REACTOME_EPH_EPHRIN_SIGNALING"
"39","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"
"40","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"41","REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"
"42","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"43","REACTOME_CRISTAE_FORMATION"
"44","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"45","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"46","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
