"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_INFECTIOUS_DISEASE"
"3","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"4","REACTOME_MEMBRANE_TRAFFICKING"
"5","REACTOME_HEMOSTASIS"
"6","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"7","REACTOME_SIGNALING_BY_GPCR"
"8","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"9","REACTOME_TRANSLATION"
"10","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"11","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"12","REACTOME_METABOLISM_OF_LIPIDS"
"13","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"14","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"15","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"16","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"17","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"18","REACTOME_BIOLOGICAL_OXIDATIONS"
"19","REACTOME_INNATE_IMMUNE_SYSTEM"
"20","REACTOME_PROTEIN_LOCALIZATION"
"21","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"22","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"23","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"24","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"25","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"26","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"27","REACTOME_NEUTROPHIL_DEGRANULATION"
"28","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"29","REACTOME_EPH_EPHRIN_SIGNALING"
"30","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"31","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"32","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"33","REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"34","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
