"","x"
"1","REACTOME_STRIATED_MUSCLE_CONTRACTION"
"2","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"3","REACTOME_HEMOSTASIS"
"4","REACTOME_SIGNALING_BY_GPCR"
"5","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"6","REACTOME_MEMBRANE_TRAFFICKING"
"7","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"8","REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"9","REACTOME_TRANSLATION"
"10","REACTOME_HIV_INFECTION"
"11","REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"12","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"13","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"14","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"15","REACTOME_INNATE_IMMUNE_SYSTEM"
"16","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"17","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"18","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"19","REACTOME_BIOLOGICAL_OXIDATIONS"
"20","REACTOME_METABOLISM_OF_LIPIDS"
"21","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"
"22","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"23","REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE"
"24","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"
"25","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"26","REACTOME_SIGNALING_BY_INTERLEUKINS"
"27","REACTOME_PROTEIN_LOCALIZATION"
"28","REACTOME_NEUTROPHIL_DEGRANULATION"
"29","REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"
"30","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"
"31","REACTOME_RHOQ_GTPASE_CYCLE"
"32","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"
"33","REACTOME_CRISTAE_FORMATION"
"34","REACTOME_CLEC7A_DECTIN_1_SIGNALING"
"35","REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"36","REACTOME_EPH_EPHRIN_SIGNALING"
"37","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"38","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"39","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"
"40","REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT"
